"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","New Georeferenced Column"
"302818233","03/14/2025","14:29:00","BRONX","OUTSIDE","40","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK HISPANIC","1,007,631","235,829","40.813951","-73.915531","POINT (-73.915531 40.813951)"
"308800539","06/29/2025","02:58:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","Y","(null)","(null)","(null)","25-44","M","BLACK","1,010,272","180,242","40.66137","-73.906206","POINT (-73.906206 40.66137)"
"306062049","05/08/2025","00:25:00","BRONX","OUTSIDE","47","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","M","BLACK","1,030,360","261,043","40.883065","-73.833249","POINT (-73.833249 40.883065)"
"305036739","04/20/2025","06:35:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1,006,490","244,533","0","0","POINT (0 0)"
"307066945","05/26/2025","17:28:00","BRONX","INSIDE","42","2","HOUSING","(null)","N","18-24","M","BLACK","<18","M","BLACK HISPANIC","1,010,462","243,211","40.834204","-73.905275","POINT (-73.905275 40.834204)"
"305404406","04/26/2025","20:19:00","BROOKLYN","OUTSIDE","81","0","STREET","(null)","N","18-24","M","BLACK","<18","M","BLACK","1,005,156","186,537","40.678662","-73.924629","POINT (-73.924629 40.678662)"
"303829750","03/28/2025","23:50:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - APT BUILD","N","18-24","M","BLACK","25-44","M","BLACK HISPANIC","999,874","238,251","40.820614","-73.94355","POINT (-73.94355 40.820614)"
"299329906","01/12/2025","23:00:00","BRONX","INSIDE","43","0","DWELLING","MULTI DWELL - APT BUILD","N","25-44","M","BLACK","25-44","M","BLACK HISPANIC","1,018,624","241,852","40.830446","-73.875789","POINT (-73.875789 40.830446)"
"299382241","01/13/2025","21:15:00","MANHATTAN","OUTSIDE","30","0","STREET","(null)","N","<18","M","BLACK","25-44","M","BLACK HISPANIC","997,512","239,558","40.824207","-73.95208","POINT (-73.95208 40.824207)"
"303861624","03/29/2025","13:21:00","BROOKLYN","OUTSIDE","81","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK","18-24","M","BLACK","1,000,876","191,778","40.693058","-73.940046","POINT (-73.940046 40.693058)"
"302312793","03/08/2025","02:40:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","Y","45-64","M","BLACK","45-64","M","BLACK","1,008,966","186,494","40.678533","-73.910891","POINT (-73.910891 40.678533)"
"301273671","02/18/2025","01:23:00","BROOKLYN","INSIDE","75","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","BLACK","25-44","M","BLACK","1,015,085","178,381","40.656246","-73.888868","POINT (-73.888868 40.656246)"
"305163492","04/22/2025","22:31:00","BRONX","OUTSIDE","40","0","STREET","(null)","Y","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1,008,227","232,203","40.803995","-73.913394","POINT (-73.913394 40.803995)"
"308204996","06/17/2025","07:40:00","BRONX","OUTSIDE","40","0","STREET","(null)","Y","25-44","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1,009,226","235,898","40.814137","-73.909771","POINT (-73.909771 40.814137)"
"304727807","04/14/2025","16:53:00","BRONX","OUTSIDE","46","0","DWELLING","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1,012,256","250,079","40.853048","-73.898764","POINT (-73.898764 40.853048)"
"300052774","01/25/2025","12:42:00","BRONX","OUTSIDE","46","0","STREET","(null)","N","25-44","M","BLACK HISPANIC","25-44","M","BLACK","1,009,028","247,972","40.847276","-73.910442","POINT (-73.910442 40.847276)"
"303301268","03/20/2025","08:00:00","BROOKLYN","OUTSIDE","83","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","WHITE HISPANIC","25-44","M","BLACK","1,006,935","193,011","40.696427","-73.918193","POINT (-73.918193 40.696427)"
"308755262","06/27/2025","02:00:00","MANHATTAN","OUTSIDE","26","0","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","M","BLACK HISPANIC","997,083","236,928","40.816989","-73.953638","POINT (-73.953638 40.816989)"
"301942915","03/02/2025","20:38:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","M","BLACK","1,000,086","229,653","40.797017","-73.942803","POINT (-73.942803 40.797017)"
"299313254","01/12/2025","12:53:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","Y","(null)","(null)","(null)","25-44","M","BLACK","1,003,536","177,105","40.652778","-73.930494","POINT (-73.930494 40.652778)"
"300295604","01/30/2025","16:45:00","BROOKLYN","OUTSIDE","77","0","STREET","(null)","N","<18","M","BLACK","<18","M","BLACK","1,001,187","184,894","40.674162","-73.938939","POINT (-73.938939 40.674162)"
"306153155","05/09/2025","15:36:00","BROOKLYN","OUTSIDE","60","0","STREET","(null)","N","18-24","F","BLACK","25-44","M","BLACK","983,502","149,473","40.576955","-74.002693","POINT (-74.002693 40.576955)"
"305163494","04/22/2025","22:27:00","MANHATTAN","OUTSIDE","28","0","STREET","(null)","Y","25-44","M","BLACK","18-24","M","BLACK","997,853","230,889","40.800413","-73.950866","POINT (-73.950866 40.800413)"
"305709030","05/01/2025","14:47:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","25-44","M","BLACK","45-64","M","BLACK","1,004,662","176,596","40.651379","-73.926438","POINT (-73.926438 40.651379)"
"308455132","06/21/2025","19:17:00","BROOKLYN","OUTSIDE","83","0","STREET","(null)","N","(null)","(null)","(null)","<18","M","BLACK","1,009,575","187,723","40.681907","-73.90869","POINT (-73.90869 40.681907)"
"301256131","02/17/2025","22:54:00","QUEENS","OUTSIDE","114","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","<18","M","BLACK","1,002,126","215,903","40.759272","-73.935472","POINT (-73.935472 40.759272)"
"300412113","02/01/2025","05:05:00","QUEENS","OUTSIDE","104","0","STREET","(null)","N","25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","1,008,052","197,914","40.709882","-73.914147","POINT (-73.914147 40.709882)"
"305034045","04/19/2025","21:02:00","BRONX","OUTSIDE","45","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,024,971","246,267","40.842537","-73.852825","POINT (-73.852825 40.842537)"
"306501157","05/15/2025","16:47:00","QUEENS","OUTSIDE","110","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","<18","M","WHITE HISPANIC","1,025,345","208,789","40.739667","-73.851703","POINT (-73.851703 40.739667)"
